0	29	2
1	30	1.992015979
2	31	1.98406383
3	35	1.976143426
4	59	1.96825464
5	91	1.960397347
6	186	1.95257142
7	210	1.944776734
8	234	1.937013164
9	344	1.929280587
10	437	1.921578878
11	451	1.913907915
12	470	1.906267574
13	528	1.898657734
14	560	1.891078272
15	574	1.883529067
16	576	1.876009999
17	652	1.868520947
18	660	1.861061792
19	711	1.853632413
20	730	1.846232693
21	758	1.838862512
22	779	1.831521753
23	792	1.824210299
24	798	1.816928032
25	818	1.809674836
26	822	1.802450595
27	915	1.795255193
28	980	1.788088515
29	1029	1.780950447
30	1080	1.773840873
31	1082	1.766759682
32	1113	1.759706758
33	1144	1.75268199
34	1194	1.745685265
35	1207	1.738716471
36	1231	1.731775496
37	1241	1.72486223
38	1333	1.717976561
39	1451	1.711118381
40	1488	1.704287578
41	1515	1.697484044
42	1618	1.690707669
43	1621	1.683958346
44	1623	1.677235967
45	1678	1.670540423
46	1688	1.663871608
47	1721	1.657229414
48	1812	1.650613737
49	1820	1.644024469
50	1860	1.637461506
51	1964	1.630924742
52	2127	1.624414073
53	2204	1.617929395
54	2221	1.611470604
55	2225	1.605037596
56	2250	1.598630269
57	2270	1.59224852
58	2286	1.585892247
59	2309	1.579561348
60	2311	1.573255722
61	2352	1.566975269
62	2364	1.560719887
63	2407	1.554489476
64	2407	1.548283938
65	2548	1.542103172
66	2611	1.535947079
67	2675	1.529815562
68	2701	1.523708522
69	2764	1.517625862
70	2825	1.511567483
71	2916	1.505533289
72	2931	1.499523184
73	3062	1.493537072
74	3101	1.487574856
75	3140	1.481636441
76	3142	1.475721733
77	3188	1.469830636
78	3255	1.463963056
79	3296	1.4581189
80	3309	1.452298074
81	3352	1.446500485
82	3378	1.440726039
83	3418	1.434974646
84	3683	1.429246212
85	3910	1.423540646
86	3950	1.417857856
87	4075	1.412197752
88	4082	1.406560244
89	4136	1.40094524
90	4146	1.395352652
91	4197	1.389782389
92	4250	1.384234363
93	4328	1.378708485
94	4396	1.373204666
95	4573	1.367722818
96	4594	1.362262854
97	4598	1.356824687
98	4599	1.351408228
99	4901	1.346013392
100	4903	1.340640092
101	4903	1.335288243
102	4950	1.329957758
103	4966	1.324648552
104	5002	1.319360541
105	5011	1.31409364
106	5035	1.308847764
107	5141	1.30362283
108	5168	1.298418753
109	5170	1.293235452
110	5188	1.288072842
111	5200	1.282930842
112	5211	1.277809368
113	5285	1.272708339
114	5287	1.267627674
115	5359	1.262567291
116	5368	1.257527109
117	5374	1.252507047
118	5380	1.247507026
119	5391	1.242526964
120	5414	1.237566784
121	5422	1.232626404
122	5462	1.227705746
123	5509	1.222804732
124	5532	1.217923282
125	5557	1.213061319
126	5681	1.208218766
127	5749	1.203395544
128	5751	1.198591576
129	5769	1.193806785
130	5806	1.189041096
131	5851	1.184294431
132	5853	1.179566715
133	5856	1.174857872
134	5883	1.170167827
135	5894	1.165496505
136	5987	1.16084383
137	6069	1.156209729
138	6099	1.151594128
139	6152	1.146996952
140	6238	1.142418128
141	6300	1.137857582
142	6341	1.133315243
143	6346	1.128791036
144	6362	1.12428489
145	6389	1.119796733
146	6499	1.115326493
147	6620	1.110874097
148	6779	1.106439476
149	6843	1.102022558
150	6851	1.097623272
151	6871	1.093241548
152	6894	1.088877316
153	6937	1.084530507
154	7073	1.080201049
155	7086	1.075888875
156	7092	1.071593915
157	7092	1.067316101
158	7124	1.063055364
159	7192	1.058811635
160	7212	1.054584848
161	7268	1.050374934
162	7327	1.046181826
163	7411	1.042005457
164	7508	1.03784576
165	7631	1.033702669
166	7705	1.029576117
167	7724	1.025466038
168	7729	1.021372367
169	7731	1.017295037
170	7864	1.013233985
171	7868	1.009189144
172	7927	1.00516045
173	7982	1.001147839
174	7998	0.997151246
175	8037	0.993170608
176	8125	0.98920586
177	8208	0.98525694
178	8278	0.981323783
179	8311	0.977406328
180	8346	0.973504512
181	8379	0.969618272
182	8388	0.965747545
183	8445	0.961892271
184	8446	0.958052386
185	8456	0.954227831
186	8493	0.950418543
187	8550	0.946624462
188	8597	0.942845527
189	8601	0.939081678
190	8607	0.935332854
191	8627	0.931598995
192	8627	0.927880042
193	8637	0.924175935
194	8690	0.920486615
195	8696	0.916812023
196	8717	0.913152099
197	8797	0.909506786
198	8802	0.905876026
199	8862	0.902259759
200	8917	0.898657928
201	8919	0.895070476
202	9006	0.891497345
203	9008	0.887938478
204	9038	0.884393819
205	9169	0.880863309
